QuestionId_Answer,QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,QuestionText,Answer,AnswerText,Correct,CorrectAnswer,CorrectAnswerText,FirstSubjectId,FirstSubjectName,SecondSubjectId,SecondSubjectName,ThirdSubjectId,ThirdSubjectName,MisconceptionId
993_B,993,2010,Read a decimal on a scale where the required measurement is marked by a dash between two numbers,222,Ordering Decimals,![A number line between 0 and 1 split into 5 parts with a red arrow pointing to the marker representing the value 0.6]() What number is the arrow pointing to?,B,\( 0.3 \),0,A,\( 0.6 \),32,Number,36,Decimals,222,Ordering Decimals,671.0
994_A,994,797,Find the lower bound of a number rounded to 2 decimal places,214,Rounding to Decimal Places,"A number, \( n \), has been rounded to \( 2 \) decimal places to give \( \mathbf{4 . 0 0} \)
What is the smallest \( n \) can be?",A,\( 3.9 \),0,B,\( 3.995 \),32,Number,141,Rounding and Estimating,214,Rounding to Decimal Places,1272.0
994_C,994,797,Find the lower bound of a number rounded to 2 decimal places,214,Rounding to Decimal Places,"A number, \( n \), has been rounded to \( 2 \) decimal places to give \( \mathbf{4 . 0 0} \)
What is the smallest \( n \) can be?",C,\( 3.99 \),0,B,\( 3.995 \),32,Number,141,Rounding and Estimating,214,Rounding to Decimal Places,1272.0
994_D,994,797,Find the lower bound of a number rounded to 2 decimal places,214,Rounding to Decimal Places,"A number, \( n \), has been rounded to \( 2 \) decimal places to give \( \mathbf{4 . 0 0} \)
What is the smallest \( n \) can be?",D,\( 3.9995 \),0,B,\( 3.995 \),32,Number,141,Rounding and Estimating,214,Rounding to Decimal Places,2412.0
995_A,995,1790,Work out the size of each interior angle in a regular polygon,183,Angles in Polygons,What is the size of each interior angle in a regular hexagon?,A,\( 60^{\degree} \),0,C,\( 120^{\degree} \),71,Geometry and Measure,74,Angles,183,Angles in Polygons,355.0
995_B,995,1790,Work out the size of each interior angle in a regular polygon,183,Angles in Polygons,What is the size of each interior angle in a regular hexagon?,B,\( 135^{\degree} \),0,C,\( 120^{\degree} \),71,Geometry and Measure,74,Angles,183,Angles in Polygons,35.0
996_A,996,1776,Find missing angles in a parallelogram,183,Angles in Polygons,What is the size of angle \( q \) ? ![A parallelogram with an angle of 120 degrees in the top left corner find the angle q which is opposite in the bottom right corner of the shape.](),A,\( 60^{\circ} \),0,C,\( 120^{\circ} \),71,Geometry and Measure,74,Angles,183,Angles in Polygons,927.0
996_D,996,1776,Find missing angles in a parallelogram,183,Angles in Polygons,What is the size of angle \( q \) ? ![A parallelogram with an angle of 120 degrees in the top left corner find the angle q which is opposite in the bottom right corner of the shape.](),D,Not enough information,0,C,\( 120^{\circ} \),71,Geometry and Measure,74,Angles,183,Angles in Polygons,2432.0
997_C,997,3330,"Given an equation, form  or identify related equations",67,Substitution into Formula,"Tom and Katie are arguing about statements that can be made about the equation on the right. \( x=y-4 \) Tom says this is always true: \( 2 x>y-4 \) 
Katie says this is always true: \( x>y-5 \)
Who is correct?",C,Both Tom and Katie,0,B,"Only
Katie",49,Algebra,156,Formula,67,Substitution into Formula,557.0
998_A,998,1274,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just two linear variables,251,Simplifying Expressions by Collecting Like Terms,"Simplify, if possible:
\[
c+a
\]",A,\( c a \),0,D,Does not simplify,49,Algebra,62,Writing and Simplifying Expressions,251,Simplifying Expressions by Collecting Like Terms,1644.0
998_B,998,1274,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just two linear variables,251,Simplifying Expressions by Collecting Like Terms,"Simplify, if possible:
\[
c+a
\]",B,\( a c \),0,D,Does not simplify,49,Algebra,62,Writing and Simplifying Expressions,251,Simplifying Expressions by Collecting Like Terms,2504.0
998_C,998,1274,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just two linear variables,251,Simplifying Expressions by Collecting Like Terms,"Simplify, if possible:
\[
c+a
\]",C,\( c^{a} \),0,D,Does not simplify,49,Algebra,62,Writing and Simplifying Expressions,251,Simplifying Expressions by Collecting Like Terms,4.0
999_B,999,1562,Interpret linear sections of real life graphs,58,Real Life Graphs,"The graph on the right shows the mass of sand in a bucket over time

What might the horizontal section represent? ![A graph with time (secs) on the horizontal axis and mass (g) on the vertical axis. The graph starts at the origin, travels in a straight line up and right, travels horizontally, then travels in a straight line down and right back to the x-axis, more steeply than the start. ]()",B,Sand is being added to the bucket,0,D,The bucket is full,49,Algebra,158,Other Graphs,58,Real Life Graphs,1784.0
999_C,999,1562,Interpret linear sections of real life graphs,58,Real Life Graphs,"The graph on the right shows the mass of sand in a bucket over time

What might the horizontal section represent? ![A graph with time (secs) on the horizontal axis and mass (g) on the vertical axis. The graph starts at the origin, travels in a straight line up and right, travels horizontally, then travels in a straight line down and right back to the x-axis, more steeply than the start. ]()",C,Sand is being tipped out,0,D,The bucket is full,49,Algebra,158,Other Graphs,58,Real Life Graphs,1784.0
1000_A,1000,1612,Simplify an algebraic fraction by factorising the numerator,1077,Simplifying Algebraic Fractions,"Simplify the following, if possible: \( \frac{1-t}{t-1} \)",A,\( t \),0,B,\( -1 \),49,Algebra,255,Algebraic Fractions,1077,Simplifying Algebraic Fractions,891.0
1000_C,1000,1612,Simplify an algebraic fraction by factorising the numerator,1077,Simplifying Algebraic Fractions,"Simplify the following, if possible: \( \frac{1-t}{t-1} \)",C,\( 1 \),0,B,\( -1 \),49,Algebra,255,Algebraic Fractions,1077,Simplifying Algebraic Fractions,891.0
1000_D,1000,1612,Simplify an algebraic fraction by factorising the numerator,1077,Simplifying Algebraic Fractions,"Simplify the following, if possible: \( \frac{1-t}{t-1} \)",D,Does not simplify,0,B,\( -1 \),49,Algebra,255,Algebraic Fractions,1077,Simplifying Algebraic Fractions,353.0
1001_A,1001,218,Round numbers to two decimal places,214,Rounding to Decimal Places,What is \( \mathbf{3 . 5 1 6 3} \) rounded to \( 2 \) decimal places?,A,\( 3.51 \),0,B,\( 3.52 \),32,Number,141,Rounding and Estimating,214,Rounding to Decimal Places,1379.0
1001_C,1001,218,Round numbers to two decimal places,214,Rounding to Decimal Places,What is \( \mathbf{3 . 5 1 6 3} \) rounded to \( 2 \) decimal places?,C,\( 4.51 \),0,B,\( 3.52 \),32,Number,141,Rounding and Estimating,214,Rounding to Decimal Places,2330.0
1001_D,1001,218,Round numbers to two decimal places,214,Rounding to Decimal Places,What is \( \mathbf{3 . 5 1 6 3} \) rounded to \( 2 \) decimal places?,D,\( 4.52 \),0,B,\( 3.52 \),32,Number,141,Rounding and Estimating,214,Rounding to Decimal Places,2330.0
1002_B,1002,363,Convert fractions less than 1 to terminating decimals of 2 decimal places,237,Converting between Fractions and Decimals,Convert \( \frac{3}{20} \) into a decimal,B,\( 0.3 \),0,A,\( 0.15 \),32,Number,38,"Fractions, Decimals and Percentage Equivalence",237,Converting between Fractions and Decimals,1715.0
1002_C,1002,363,Convert fractions less than 1 to terminating decimals of 2 decimal places,237,Converting between Fractions and Decimals,Convert \( \frac{3}{20} \) into a decimal,C,\( 3.20 \),0,A,\( 0.15 \),32,Number,38,"Fractions, Decimals and Percentage Equivalence",237,Converting between Fractions and Decimals,2308.0
1003_A,1003,2863,Interpret a pictogram involving fractions of symbols,108,Pictogram,"This pictogram shows the different types of music Bob has in his music collection.

How many Blues CDs does Bob have? ![A pictogram showing the number of CDs Bob has in his musical collection. Pop has 3 and a half symbols, rock has 2 symbols, blues has 2 and a quarter symbols, jazz has 3 and a quarter symbols and classical has 1 and three-quarter symbols. Each symbol represents 4 CDs.]()",A,\( 8.25 \),0,B,\( 9 \),101,Data and Statistics,342,Data Representation,108,Pictogram,2344.0
1003_D,1003,2863,Interpret a pictogram involving fractions of symbols,108,Pictogram,"This pictogram shows the different types of music Bob has in his music collection.

How many Blues CDs does Bob have? ![A pictogram showing the number of CDs Bob has in his musical collection. Pop has 3 and a half symbols, rock has 2 symbols, blues has 2 and a quarter symbols, jazz has 3 and a quarter symbols and classical has 1 and three-quarter symbols. Each symbol represents 4 CDs.]()",D,\( 2.25 \),0,B,\( 9 \),101,Data and Statistics,342,Data Representation,108,Pictogram,1310.0
1004_A,1004,573,Shade percentages of a shape where the percent is an integer,233,Percentages of an Amount,"How many rectangles would you need to shade so that \( 22 \% \) of this shape is shaded? \begin{tabular}{|l|l|l|l|l|l|l|l|l|l|}
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline
\end{tabular}",A,\( 22 \),0,C,\( 11 \),32,Number,44,Percentages,233,Percentages of an Amount,329.0
1004_B,1004,573,Shade percentages of a shape where the percent is an integer,233,Percentages of an Amount,"How many rectangles would you need to shade so that \( 22 \% \) of this shape is shaded? \begin{tabular}{|l|l|l|l|l|l|l|l|l|l|}
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline
\end{tabular}",B,\( 44 \),0,C,\( 11 \),32,Number,44,Percentages,233,Percentages of an Amount,1074.0
1004_D,1004,573,Shade percentages of a shape where the percent is an integer,233,Percentages of an Amount,"How many rectangles would you need to shade so that \( 22 \% \) of this shape is shaded? \begin{tabular}{|l|l|l|l|l|l|l|l|l|l|}
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline
\end{tabular}",D,Not possible,0,C,\( 11 \),32,Number,44,Percentages,233,Percentages of an Amount,2138.0
1005_A,1005,362,Convert fractions less than 1 to terminating decimals of 1 decimal place,237,Converting between Fractions and Decimals,What is \( \frac{3}{5} \) as a decimal?,A,\( 0.5 \),0,D,None of these.,32,Number,38,"Fractions, Decimals and Percentage Equivalence",237,Converting between Fractions and Decimals,760.0
1005_B,1005,362,Convert fractions less than 1 to terminating decimals of 1 decimal place,237,Converting between Fractions and Decimals,What is \( \frac{3}{5} \) as a decimal?,B,\( 0.3 \),0,D,None of these.,32,Number,38,"Fractions, Decimals and Percentage Equivalence",237,Converting between Fractions and Decimals,1715.0
1005_C,1005,362,Convert fractions less than 1 to terminating decimals of 1 decimal place,237,Converting between Fractions and Decimals,What is \( \frac{3}{5} \) as a decimal?,C,\( 0.35 \),0,D,None of these.,32,Number,38,"Fractions, Decimals and Percentage Equivalence",237,Converting between Fractions and Decimals,2073.0
1006_A,1006,2585,"Given the area of a trapezium, calculate a missing dimension",75,Area of Simple Shapes,"The area of this trapezium is
\(
30 \mathrm{~cm}^{2}
\)
What measurement should replace the star? ![A trapezium with 8cm and a star on the parallel sides, and the perpendicular height is 5cm.]()",A,\( 6 \mathrm{~cm} \),0,B,\( 4 \mathrm{~cm} \),71,Geometry and Measure,178,Perimeter and Area,75,Area of Simple Shapes,2388.0
1006_C,1006,2585,"Given the area of a trapezium, calculate a missing dimension",75,Area of Simple Shapes,"The area of this trapezium is
\(
30 \mathrm{~cm}^{2}
\)
What measurement should replace the star? ![A trapezium with 8cm and a star on the parallel sides, and the perpendicular height is 5cm.]()",C,\( 3.75 \mathrm{~cm} \),0,B,\( 4 \mathrm{~cm} \),71,Geometry and Measure,178,Perimeter and Area,75,Area of Simple Shapes,2197.0
1006_D,1006,2585,"Given the area of a trapezium, calculate a missing dimension",75,Area of Simple Shapes,"The area of this trapezium is
\(
30 \mathrm{~cm}^{2}
\)
What measurement should replace the star? ![A trapezium with 8cm and a star on the parallel sides, and the perpendicular height is 5cm.]()",D,Not enough information,0,B,\( 4 \mathrm{~cm} \),71,Geometry and Measure,178,Perimeter and Area,75,Area of Simple Shapes,305.0
1007_B,1007,700,"Given information about one part, work out other parts",241,Sharing in a Ratio,"The ratio of adults to children at a party is \( 1\;: 4 \)
There are \( 20 \) adults.
How many children are there?",B,\( 5 \),0,C,\( 80 \),32,Number,46,Ratio,241,Sharing in a Ratio,105.0
1007_D,1007,700,"Given information about one part, work out other parts",241,Sharing in a Ratio,"The ratio of adults to children at a party is \( 1\;: 4 \)
There are \( 20 \) adults.
How many children are there?",D,\( 20 \),0,C,\( 80 \),32,Number,46,Ratio,241,Sharing in a Ratio,2071.0
1008_B,1008,1470,"Solve two-step linear equations, with the variable on one side, with all positive integers",64,Linear Equations,"Tom and Katie are discussing how to solve:
\(
\frac{24}{x}=6
\)

Tom says a correct next line of working could be: \( 24=6 x \) 

Katie says a correct next line of working could be: \( 24=\frac{x}{6} \)

Who is correct?",B,Only Katie,0,A,Only Tom,49,Algebra,154,Solving Equations,64,Linear Equations,334.0
1008_C,1008,1470,"Solve two-step linear equations, with the variable on one side, with all positive integers",64,Linear Equations,"Tom and Katie are discussing how to solve:
\(
\frac{24}{x}=6
\)

Tom says a correct next line of working could be: \( 24=6 x \) 

Katie says a correct next line of working could be: \( 24=\frac{x}{6} \)

Who is correct?",C,Both Tom and Katie,0,A,Only Tom,49,Algebra,154,Solving Equations,64,Linear Equations,334.0
1008_D,1008,1470,"Solve two-step linear equations, with the variable on one side, with all positive integers",64,Linear Equations,"Tom and Katie are discussing how to solve:
\(
\frac{24}{x}=6
\)

Tom says a correct next line of working could be: \( 24=6 x \) 

Katie says a correct next line of working could be: \( 24=\frac{x}{6} \)

Who is correct?",D,Neither is correct,0,A,Only Tom,49,Algebra,154,Solving Equations,64,Linear Equations,1130.0
1009_C,1009,1479,"Solve three or more step linear equations, with the variable on one side, involving positive decimals",64,Linear Equations,"Tom and Katie are discussing how to solve:
\(\frac{3 x}{2}+1=1.6\)

Tom says a correct next line of working could be: \( \frac{3 x}{2}=0.6 \)

Katie says a correct next line of working could be: \( 3 x+2=2.12 \)

Who is correct?",C,Both Tom and Katie,0,A,Only Tom,49,Algebra,154,Solving Equations,64,Linear Equations,711.0
1009_D,1009,1479,"Solve three or more step linear equations, with the variable on one side, involving positive decimals",64,Linear Equations,"Tom and Katie are discussing how to solve:
\(\frac{3 x}{2}+1=1.6\)

Tom says a correct next line of working could be: \( \frac{3 x}{2}=0.6 \)

Katie says a correct next line of working could be: \( 3 x+2=2.12 \)

Who is correct?",D,Neither is correct,0,A,Only Tom,49,Algebra,154,Solving Equations,64,Linear Equations,340.0
1010_B,1010,161,Understand the non-commutativity of division,208,Written Division,"Tom and Katie are discussing written division strategies.

Tom says \( 918 \div 34=934 \div 18 \)

Katie says \( 918 \div 34=34 \div 918 \)

Who is correct?",B,Only Katie,0,D,Neither is correct,32,Number,144,Basic Arithmetic,208,Written Division,2359.0
1011_A,1011,2650,"Reflect an object or a point in a vertical line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",92,Reflection,"Which is the correct point for E when reflected in the line \( x=-1 \) ? ![A set of axes: x-axis from -5 to 5, y-axis from -5 to 3. Four points are plotted and joined to make a rectangle: (1,1), (3, 1), (3, 3) and (1,3). Point (3, 3) is labelled with the letter ""E"". ]()",A,"(-3, 3)",0,B,"(-5, 3)",71,Geometry and Measure,278,Transformations,92,Reflection,2155.0
1011_C,1011,2650,"Reflect an object or a point in a vertical line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",92,Reflection,"Which is the correct point for E when reflected in the line \( x=-1 \) ? ![A set of axes: x-axis from -5 to 5, y-axis from -5 to 3. Four points are plotted and joined to make a rectangle: (1,1), (3, 1), (3, 3) and (1,3). Point (3, 3) is labelled with the letter ""E"". ]()",C,"(3, -3)",0,B,"(-5, 3)",71,Geometry and Measure,278,Transformations,92,Reflection,2155.0
1011_D,1011,2650,"Reflect an object or a point in a vertical line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",92,Reflection,"Which is the correct point for E when reflected in the line \( x=-1 \) ? ![A set of axes: x-axis from -5 to 5, y-axis from -5 to 3. Four points are plotted and joined to make a rectangle: (1,1), (3, 1), (3, 3) and (1,3). Point (3, 3) is labelled with the letter ""E"". ]()",D,"(3, -5)",0,B,"(-5, 3)",71,Geometry and Measure,278,Transformations,92,Reflection,642.0
1012_B,1012,1280,"Multiply algebraic terms, involving non-linear versions of the same letter (e.g. 4a2 x 2a)",252,Multiplying Terms,"Which of the following expressions is equivalent to:
\(
\left(2 p^{2}\right)^{3}
\)",B,\( 8 p^{2} \),0,D,\( 8 p^{6} \),49,Algebra,62,Writing and Simplifying Expressions,252,Multiplying Terms,1443.0
1013_C,1013,2355,Recognise perpendicular lines,262,Parallel Lines,"Tom and Katie are discussing this pair of lines
Tom says they are equal length
Katie says they are perpendicular
Who do you agree with? ![Two blue lines, each with a little red line marked across them. The blue lines don't touch each other, but they are closer together at one end.]()",C,Both Tom and Katie,0,A,"Only
Tom",49,Algebra,54,Straight Line Graphs,262,Parallel Lines,1513.0
1013_D,1013,2355,Recognise perpendicular lines,262,Parallel Lines,"Tom and Katie are discussing this pair of lines
Tom says they are equal length
Katie says they are perpendicular
Who do you agree with? ![Two blue lines, each with a little red line marked across them. The blue lines don't touch each other, but they are closer together at one end.]()",D,Neither is correct,0,A,"Only
Tom",49,Algebra,54,Straight Line Graphs,262,Parallel Lines,2137.0
1014_A,1014,3175,For a given output find the input of a function machine,649,Function Machines,"![Image of a function machine. The function is add one third, and the output is 7]() What is the input of this function machine?",A,\( 7 \frac{1}{3} \),0,C,\( 6 \frac{2}{3} \),49,Algebra,154,Solving Equations,649,Function Machines,458.0
1014_B,1014,3175,For a given output find the input of a function machine,649,Function Machines,"![Image of a function machine. The function is add one third, and the output is 7]() What is the input of this function machine?",B,\( \frac{7}{3} \),0,C,\( 6 \frac{2}{3} \),49,Algebra,154,Solving Equations,649,Function Machines,520.0
1014_D,1014,3175,For a given output find the input of a function machine,649,Function Machines,"![Image of a function machine. The function is add one third, and the output is 7]() What is the input of this function machine?",D,\( 21 \),0,C,\( 6 \frac{2}{3} \),49,Algebra,154,Solving Equations,649,Function Machines,674.0
1015_A,1015,274,Carry out division  problems involving one negative integer,212,Multiplying and Dividing Negative Numbers,"\( n \times 5 \geq \frac{n}{5} \) If \( n \) can represent any number, is the statement above...",A,always true,0,B,sometimes true,32,Number,42,Negative Numbers,212,Multiplying and Dividing Negative Numbers,557.0
1015_C,1015,274,Carry out division  problems involving one negative integer,212,Multiplying and Dividing Negative Numbers,"\( n \times 5 \geq \frac{n}{5} \) If \( n \) can represent any number, is the statement above...",C,never true,0,B,sometimes true,32,Number,42,Negative Numbers,212,Multiplying and Dividing Negative Numbers,557.0
1016_B,1016,1529,Substitute positive non-integer values into expressions involving no powers or roots,67,Substitution into Formula,Which of the following statements is true when \( n=1.5 \) ?,B,\( 5 n<n+5 \),0,A,\( 5 n>n+5 \),49,Algebra,156,Formula,67,Substitution into Formula,1880.0
1017_A,1017,1042,Solve one-step linear inequalities in one variable where the variable appears on one side of the equation,166,Solving Linear Inequalities,"Solve the inequality:
\(-3>p-1\)",A,\( p<-4 \),0,D,\( p<-2 \),49,Algebra,59,Inequalities,166,Solving Linear Inequalities,2217.0
1017_C,1017,1042,Solve one-step linear inequalities in one variable where the variable appears on one side of the equation,166,Solving Linear Inequalities,"Solve the inequality:
\(-3>p-1\)",C,\( p>-2 \),0,D,\( p<-2 \),49,Algebra,59,Inequalities,166,Solving Linear Inequalities,38.0
1018_B,1018,312,Multiply two decimals together with the same number of decimal places,224,Multiplying and Dividing with Decimals,\( 0.6 \times 0.4= \),B,\( 1 \),0,A,\( 0.24 \),32,Number,36,Decimals,224,Multiplying and Dividing with Decimals,1416.0
1018_C,1018,312,Multiply two decimals together with the same number of decimal places,224,Multiplying and Dividing with Decimals,\( 0.6 \times 0.4= \),C,\( 2.4 \),0,A,\( 0.24 \),32,Number,36,Decimals,224,Multiplying and Dividing with Decimals,2481.0
1018_D,1018,312,Multiply two decimals together with the same number of decimal places,224,Multiplying and Dividing with Decimals,\( 0.6 \times 0.4= \),D,\( 0.024 \),0,A,\( 0.24 \),32,Number,36,Decimals,224,Multiplying and Dividing with Decimals,2481.0
1019_B,1019,1612,Simplify an algebraic fraction by factorising the numerator,1077,Simplifying Algebraic Fractions,Write the following as simply as possible: \( \frac{x^{2}-1}{x+1} \),B,\( x \),0,C,\( x-1 \),49,Algebra,255,Algebraic Fractions,1077,Simplifying Algebraic Fractions,113.0
1019_D,1019,1612,Simplify an algebraic fraction by factorising the numerator,1077,Simplifying Algebraic Fractions,Write the following as simply as possible: \( \frac{x^{2}-1}{x+1} \),D,None of the options,0,C,\( x-1 \),49,Algebra,255,Algebraic Fractions,1077,Simplifying Algebraic Fractions,113.0
1020_B,1020,2637,Solve length problems involving similar shapes where the missing length is the shorter one,90,Length Scale Factors in Similar Shapes,"Rectangle \( \mathrm{P} \) has been enlarged by a scale factor of \( 1.5 \) to give rectangle \( \mathrm{Q} \).

What length should replace the star? ![Two rectangles, the smaller labelled P and the larger labelled Q. Q has width 9cm and length 12cm. The length of P is marked with a star.]()",B,\( 10.5 \mathrm{~cm} \),0,A,\( 8 \mathrm{~cm} \),71,Geometry and Measure,272,Similarity and Congruency,90,Length Scale Factors in Similar Shapes,264.0
1020_C,1020,2637,Solve length problems involving similar shapes where the missing length is the shorter one,90,Length Scale Factors in Similar Shapes,"Rectangle \( \mathrm{P} \) has been enlarged by a scale factor of \( 1.5 \) to give rectangle \( \mathrm{Q} \).

What length should replace the star? ![Two rectangles, the smaller labelled P and the larger labelled Q. Q has width 9cm and length 12cm. The length of P is marked with a star.]()",C,\( 9 \mathrm{~cm} \),0,A,\( 8 \mathrm{~cm} \),71,Geometry and Measure,272,Similarity and Congruency,90,Length Scale Factors in Similar Shapes,637.0
1021_B,1021,3163,Solve quadratic equations using factorisation in the form x(x + b) ,65,Quadratic Equations,"Jo and Paul are arguing about how to solve this equation:
\(
x^{2}-9 x=0
\)

Jo says one solution is \( x=0 \)

Paul says one solution is \( x=3 \)
Who is correct?",B,"Only
Paul",0,A,"Only
Jo",49,Algebra,154,Solving Equations,65,Quadratic Equations,1766.0
1022_A,1022,3044,Identify the regions on a double Venn diagram given in words,344,Venn Diagrams,"\( 60 \) people completed an online survey about the car they own.
The results are shown in the Venn Diagram.

How many people own a \( 4 \times 4 \) ? ![A Venn diagram with two circles labelled Owns a 4x4 and Owns a Black Car. The number 27 is in the Owns a 4x4 only region, 15 is in the intersection, and 8 is in the Owns a Black Car only region]()",A,\( 27 \),0,D,\( 42 \),101,Data and Statistics,342,Data Representation,344,Venn Diagrams,1025.0
1022_B,1022,3044,Identify the regions on a double Venn diagram given in words,344,Venn Diagrams,"\( 60 \) people completed an online survey about the car they own.
The results are shown in the Venn Diagram.

How many people own a \( 4 \times 4 \) ? ![A Venn diagram with two circles labelled Owns a 4x4 and Owns a Black Car. The number 27 is in the Owns a 4x4 only region, 15 is in the intersection, and 8 is in the Owns a Black Car only region]()",B,\( 15 \),0,D,\( 42 \),101,Data and Statistics,342,Data Representation,344,Venn Diagrams,1288.0
1023_A,1023,3119,Use brackets to write function machines as calculations,33,BIDMAS,"Here is a function machine ![Input \( \rightarrow-2 \rightarrow\times 5 \rightarrow \) Output]() The input is \( 7 \).
Which calculation gives the correct output?",A,\( 7-2 \times 5 \),0,D,\( 5(7-2) \),32,Number,144,Basic Arithmetic,33,BIDMAS,2532.0
1023_B,1023,3119,Use brackets to write function machines as calculations,33,BIDMAS,"Here is a function machine ![Input \( \rightarrow-2 \rightarrow\times 5 \rightarrow \) Output]() The input is \( 7 \).
Which calculation gives the correct output?",B,\( 7(5-2) \),0,D,\( 5(7-2) \),32,Number,144,Basic Arithmetic,33,BIDMAS,2270.0
1023_C,1023,3119,Use brackets to write function machines as calculations,33,BIDMAS,"Here is a function machine ![Input \( \rightarrow-2 \rightarrow\times 5 \rightarrow \) Output]() The input is \( 7 \).
Which calculation gives the correct output?",C,\( 7 \times 5-2 \),0,D,\( 5(7-2) \),32,Number,144,Basic Arithmetic,33,BIDMAS,77.0
1024_C,1024,860,Identify the total number of combinations in a given scenario by using the product rule for counting where duplicates are considered different,1636,Systematic Listing Strategies,"Jumbo Restaurant has \( 34 \) choices of starters, \( 92 \) choices of main course, and \( 27 \) choices of dessert.
Sally wants a starter, main course and dessert.

Which of the following calculations would correctly work out the total possible combinations of available to Sally?",C,\( 34+92+27 \),0,A,\( 34 \times 92 \times 27 \),32,Number,144,Basic Arithmetic,1636,Systematic Listing Strategies,2279.0
1025_A,1025,967,Read the graphical solution to a pair of linear simultaneous equations from a diagram,264,Graphical Solution of Simultaneous Equations,"According to the graph, what are the solutions to the simultaneous equations? ![The image is of a set of axes with two straight lines drawn on. The red line goes through the points (0,6) and (3,0). The blue line goes through the points (0,3) and (6,0)and the two lines cross at (2,2).]()",A,"\( x=3, \quad y=6 \)",0,C,"\( x=2, \quad y=2 \)",49,Algebra,54,Straight Line Graphs,264,Graphical Solution of Simultaneous Equations,1464.0
1025_B,1025,967,Read the graphical solution to a pair of linear simultaneous equations from a diagram,264,Graphical Solution of Simultaneous Equations,"According to the graph, what are the solutions to the simultaneous equations? ![The image is of a set of axes with two straight lines drawn on. The red line goes through the points (0,6) and (3,0). The blue line goes through the points (0,3) and (6,0)and the two lines cross at (2,2).]()",B,"\( x=6, \quad y=3 \)",0,C,"\( x=2, \quad y=2 \)",49,Algebra,54,Straight Line Graphs,264,Graphical Solution of Simultaneous Equations,384.0
1026_A,1026,1274,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just two linear variables,251,Simplifying Expressions by Collecting Like Terms,"Jo and Paul are talking about which term could replace the star in this addition pyramid.
Jo says it could be: \( f \)
Paul says it could be: \( g \)
Who is correct? ![A diagram showing 3 rows of boxes. the bottom row has 3 boxes, containing a star, and empty box and 2g from left to right. The next row up contains two boxes, overlapping the joins of the boxes below. The left one contains 4f+6g, the right one is empty. The top row is one box, centered over the join of the two below, it is empty.]()",A,"Only
Jo",0,C,Both Jo and Paul,49,Algebra,62,Writing and Simplifying Expressions,251,Simplifying Expressions by Collecting Like Terms,1690.0
